id,conformed_submission_type,filer_central_index_key,filer_former_company_former_conformed_name,filer_company_conformed_name,accession_number,filed_as_of_date,conformed_period_of_report
000101/1011290/0001104659-16-112039.txt,CORRESP,0001011290,99 CENTS ONLY STORES,99 CENTS ONLY STORES LLC,0001104659-16-112039,2016-04-18 00:00:00+00:00,2016-07-15 00:00:00+00:00
000070/704415/0000704415-16-000117.txt,CORRESP,0000704415,"HEALTHWAYS, INC.","HEALTHWAYS, INC",0000704415-16-000117,2016-12-16 00:00:00+00:00,2017-01-24 00:00:00+00:00
000170/1700357/0001262463-17-000150.txt,CORRESP,0001700357,,"TEAM 360 SPORTS, INC.",0001262463-17-000150,2017-08-04 00:00:00+00:00,2017-09-08 00:00:00+00:00
000145/1452937/0001398344-16-012625.txt,CORRESP,0001452937,FAITHSHARES TRUST,EXCHANGE TRADED CONCEPTS TRUST,0001398344-16-012625,2016-04-29 00:00:00+00:00,2016-06-16 00:00:00+00:00
000116/1160330/0001292814-16-005298.txt,CORRESP,0001160330,,BANK BRADESCO,0001292814-16-005298,2016-07-15 00:00:00+00:00,2016-08-26 00:00:00+00:00
000102/1024305/0001193125-16-652369.txt,CORRESP,0001024305,COTY INC /,COTY INC.,0001193125-16-652369,2016-07-20 00:00:00+00:00,2016-11-11 00:00:00+00:00
000150/1501825/0001104659-17-055105.txt,CORRESP,0001501825,Hartford Active Exchange-Traded Fund Trust,Hartford Funds Exchange-Traded Trust,0001104659-17-055105,2017-09-01 00:00:00+00:00,2017-10-23 00:00:00+00:00
000170/1701261/0001144204-17-062281.txt,CORRESP,0001701261,,"Farmmi, Inc.",0001144204-17-062281,2017-12-04 00:00:00+00:00,2018-03-19 00:00:00+00:00
000156/1561894/0001193125-17-225838.txt,CORRESP,0001561894,,Hannon Armstrong Sustainable Infrastructure Capita,0001193125-17-225838,2017-07-11 00:00:00+00:00,2017-10-06 00:00:00+00:00
000164/1644406/0001193125-16-734703.txt,CORRESP,0001644406,"Gores Holdings, Inc.","Gores Holdings, Inc.",0001193125-16-734703,2016-10-11 00:00:00+00:00,2016-12-02 00:00:00+00:00
000133/1334036/0001104659-16-124101.txt,CORRESP,0001334036,,"Crocs, Inc.",0001104659-16-124101,2016-05-27 00:00:00+00:00,2016-07-08 00:00:00+00:00
000149/1495222/0001144204-17-044776.txt,CORRESP,0001495222,,Oxford Lane Capital Corp.,0001144204-17-044776,2017-08-23 00:00:00+00:00,2018-03-13 00:00:00+00:00
000100/1007226/0001049169-17-000059.txt,CORRESP,0001007226,,WESMARK FUNDS,0001049169-17-000059,2017-02-17 00:00:00+00:00,2017-06-06 00:00:00+00:00
000171/1710583/0001193125-17-280762.txt,CORRESP,0001710583,,"Switch, Inc.",0001193125-17-280762,2017-09-08 00:00:00+00:00,2017-11-07 00:00:00+00:00
000002/29644/0000897101-16-001899.txt,CORRESP,0000029644,,DONALDSON CO INC,0000897101-16-001899,2016-02-19 00:00:00+00:00,2016-04-22 00:00:00+00:00
000162/1627223/0001627223-16-000115.txt,CORRESP,0001627223,"Chemours Company, LLC",Chemours Co,0001627223-16-000115,2016-06-16 00:00:00+00:00,2016-07-28 00:00:00+00:00
000168/1683825/0001193125-16-784613.txt,CORRESP,0001683825,travel B.V.,travel B.V.,0001193125-16-784613,2016-12-05 00:00:00+00:00,2017-01-17 00:00:00+00:00
000143/1434728/0001193125-16-539877.txt,CORRESP,0001434728,,"Global Water Resources, Inc.",0001193125-16-539877,2016-04-13 00:00:00+00:00,2016-05-25 00:00:00+00:00
000171/1710583/0001193125-17-290726.txt,CORRESP,0001710583,,"Switch, Inc.",0001193125-17-290726,2017-09-21 00:00:00+00:00,2017-11-07 00:00:00+00:00
000085/851205/0001193125-16-611109.txt,CORRESP,0000851205,,COGNEX CORP,0001193125-16-611109,2016-06-02 00:00:00+00:00,2016-08-26 00:00:00+00:00
000166/1669812/0001193125-16-709745.txt,CORRESP,0001669812,,"LSC Communications, Inc.",0001193125-16-709745,2016-09-14 00:00:00+00:00,2016-10-19 00:00:00+00:00
000108/1084048/0001193125-16-714494.txt,CORRESP,0001084048,J2 GLOBAL COMMUNICATIONS INC,"J2 GLOBAL, INC.",0001193125-16-714494,2016-09-20 00:00:00+00:00,2016-10-24 00:00:00+00:00
000161/1612254/0001659173-16-000563.txt,CORRESP,0001612254,ANDES 3 INC.,EliteSoft Global Inc.,0001659173-16-000563,2016-10-24 00:00:00+00:00,2017-02-23 00:00:00+00:00
000169/1699136/0001104659-18-003313.txt,CORRESP,0001699136,,"Cactus, Inc.",0001104659-18-003313,2018-01-22 00:00:00+00:00,2018-03-08 00:00:00+00:00
000142/1420302/0001193125-16-772296.txt,CORRESP,0001420302,,"LogMeIn, Inc.",0001193125-16-772296,2016-11-18 00:00:00+00:00,2017-01-30 00:00:00+00:00
000102/1027884/0001027884-18-000015.txt,CORRESP,0001027884,,CHICAGO BRIDGE & IRON CO N V,0001027884-18-000015,2018-01-29 00:00:00+00:00,2018-02-27 00:00:00+00:00
000172/1720415/0001493152-17-015049.txt,CORRESP,0001720415,,GOLD TORRENT CANADA INC,0001493152-17-015049,2017-12-26 00:00:00+00:00,2018-02-26 00:00:00+00:00
000168/1688470/0001144204-17-029137.txt,CORRESP,0001688470,,"Imperial Garden & Resort, Inc.",0001144204-17-029137,2017-05-23 00:00:00+00:00,2018-04-27 00:00:00+00:00
000155/1551986/0001144204-17-049331.txt,CORRESP,0001551986,"Monster Digital, Inc.","Monster Digital, Inc.",0001144204-17-049331,2017-09-22 00:00:00+00:00,2018-02-09 00:00:00+00:00
000157/1574774/0001104659-17-000637.txt,CORRESP,0001574774,,"BioTelemetry, Inc.",0001104659-17-000637,2017-01-04 00:00:00+00:00,2017-03-01 00:00:00+00:00
000102/1024305/0001341004-17-000723.txt,CORRESP,0001024305,COTY INC /,COTY INC.,0001341004-17-000723,2017-11-17 00:00:00+00:00,2018-02-22 00:00:00+00:00
000156/1563922/0001615774-16-006402.txt,CORRESP,0001563922,,Greenbacker Renewable Energy Co LLC,0001615774-16-006402,2016-07-22 00:00:00+00:00,2016-10-13 00:00:00+00:00
000110/1100663/0001193125-17-126170.txt,CORRESP,,,,0001193125-17-126170,2017-04-17 00:00:00+00:00,
000164/1645494/0001193125-16-730665.txt,CORRESP,0001645494,ARRIS International Ltd,ARRIS International plc,0001193125-16-730665,2016-10-04 00:00:00+00:00,2016-11-10 00:00:00+00:00
000116/1169770/0001193125-16-803265.txt,CORRESP,0001169770,FIRST PACTRUST BANCORP INC,"BANC OF CALIFORNIA, INC.",0001193125-16-803265,2016-12-23 00:00:00+00:00,2017-09-04 00:00:00+00:00
000091/915840/0000915840-16-000090.txt,CORRESP,0000915840,,BEAZER HOMES USA INC,0000915840-16-000090,2016-02-12 00:00:00+00:00,2016-03-16 00:00:00+00:00
000074/743988/0000743988-17-000068.txt,CORRESP,0000743988,,XILINX INC,0000743988-17-000068,2017-08-29 00:00:00+00:00,2018-01-08 00:00:00+00:00
000137/1377936/0001193125-16-787766.txt,CORRESP,0001377936,GSC INVESTMENT CORP.,SARATOGA INVESTMENT CORP.,0001193125-16-787766,2016-12-07 00:00:00+00:00,2017-01-12 00:00:00+00:00
000167/1670541/0001104659-16-129584.txt,CORRESP,0001670541,,Adient Ltd,0001104659-16-129584,2016-06-27 00:00:00+00:00,2016-10-28 00:00:00+00:00
000085/857769/0001133228-17-000686.txt,CORRESP,0000857769,HANCOCK JOHN MUNICIPAL SECURITIES TRUST,JOHN HANCOCK MUNICIPAL SECURITIES TRUST,0001133228-17-000686,2017-02-10 00:00:00+00:00,2017-03-27 00:00:00+00:00
000152/1520738/0001104659-17-074884.txt,CORRESP,0001520738,Brookfield Investment Management Inc.,Brookfield Investment Funds,0001104659-17-074884,2017-12-22 00:00:00+00:00,2018-04-11 00:00:00+00:00
000010/104169/0000104169-16-000111.txt,CORRESP,0000104169,,WAL MART STORES INC,0000104169-16-000111,2016-08-05 00:00:00+00:00,2016-09-23 00:00:00+00:00
000090/903129/0001564590-18-000477.txt,CORRESP,0000903129,AMERIGON INC,GENTHERM Inc,0001564590-18-000477,2018-01-16 00:00:00+00:00,2018-02-23 00:00:00+00:00
000165/1657853/0001657853-16-000021.txt,CORRESP,0001657853,"Hertz Rental Car Holding Company, Inc.","Hertz Rental Car Holding Company, Inc.",0001657853-16-000021,2016-05-24 00:00:00+00:00,2016-07-07 00:00:00+00:00
000035/357294/0001437749-17-006939.txt,CORRESP,0000357294,,HOVNANIAN ENTERPRISES INC,0001437749-17-006939,2017-04-21 00:00:00+00:00,2017-06-14 00:00:00+00:00
000165/1655075/0001193125-16-447844.txt,CORRESP,0001655075,,"Armstrong Flooring, Inc.",0001193125-16-447844,2016-02-02 00:00:00+00:00,2016-04-12 00:00:00+00:00
000085/851205/0001193125-16-641660.txt,CORRESP,0000851205,,COGNEX CORP,0001193125-16-641660,2016-07-05 00:00:00+00:00,2016-08-26 00:00:00+00:00
000003/31462/0001104659-16-126877.txt,CORRESP,0000031462,ECOLAB INC,ECOLAB INC.,0001104659-16-126877,2016-06-13 00:00:00+00:00,2016-07-15 00:00:00+00:00
000168/1688405/0001104659-17-031386.txt,CORRESP,0001688405,Huntsman Spin Corp,Venator Materials Corp,0001104659-17-031386,2017-05-10 00:00:00+00:00,2017-08-30 00:00:00+00:00
000135/1359841/0001359841-17-000002.txt,CORRESP,0001359841,,Hanesbrands Inc.,0001359841-17-000002,2017-01-05 00:00:00+00:00,2017-03-01 00:00:00+00:00
000110/1101396/0001193125-17-094854.txt,CORRESP,0001101396,DELTA APPAREL INC,"DELTA APPAREL, INC",0001193125-17-094854,2017-03-24 00:00:00+00:00,2017-04-24 00:00:00+00:00
000150/1500435/0001500435-16-000097.txt,CORRESP,0001500435,"Woodman Labs, Inc.","GoPro, Inc.",0001500435-16-000097,2016-05-25 00:00:00+00:00,2016-07-26 00:00:00+00:00
000168/1688804/0001688804-17-000008.txt,CORRESP,0001688804,,"RSE Collection, LLC",0001688804-17-000008,2017-06-30 00:00:00+00:00,2017-09-08 00:00:00+00:00
000165/1657853/0001657853-16-000064.txt,CORRESP,0001657853,"Hertz Rental Car Holding Company, Inc.","HERTZ GLOBAL HOLDINGS, INC",0001657853-16-000064,2016-11-17 00:00:00+00:00,2017-01-06 00:00:00+00:00
000163/1634117/0001634117-17-000053.txt,CORRESP,0001634117,,"Barnes & Noble Education, Inc.",0001634117-17-000053,2017-05-02 00:00:00+00:00,2017-08-03 00:00:00+00:00
000161/1619739/0001193125-17-085599.txt,CORRESP,0001619739,,Hess Midstream Partners LP,0001193125-17-085599,2017-03-16 00:00:00+00:00,2017-07-03 00:00:00+00:00
000007/71691/0001193125-16-433697.txt,CORRESP,0000071691,,NEW YORK TIMES CO,0001193125-16-433697,2016-01-20 00:00:00+00:00,2016-03-03 00:00:00+00:00
000115/1158041/0001193125-16-662697.txt,CORRESP,0001158041,IVANHOE MINES LTD,TURQUOISE HILL RESOURCES LTD.,0001193125-16-662697,2016-07-28 00:00:00+00:00,2016-10-31 00:00:00+00:00
000114/1140869/0001193125-16-455465.txt,CORRESP,0001140869,INSTITUTIONAL PORTFOLIO,MASTER PORTFOLIO TRUST,0001193125-16-455465,2016-02-09 00:00:00+00:00,2016-09-21 00:00:00+00:00
000092/923120/0001193125-16-508139.txt,CORRESP,0000923120,,GREENBRIER COMPANIES INC,0001193125-16-508139,2016-03-17 00:00:00+00:00,2016-04-18 00:00:00+00:00
000112/1120193/0001193125-16-642345.txt,CORRESP,0001120193,"NASDAQ OMX GROUP, INC.","NASDAQ, INC.",0001193125-16-642345,2016-07-06 00:00:00+00:00,2016-08-24 00:00:00+00:00
000157/1576942/0001193125-17-343099.txt,CORRESP,0001576942,,"Stitch Fix, Inc.",0001193125-17-343099,2017-11-15 00:00:00+00:00,2018-01-26 00:00:00+00:00
000088/889284/0001193125-17-109640.txt,CORRESP,0000889284,BB&T FUNDS /,STERLING CAPITAL FUNDS,0001193125-17-109640,2017-04-04 00:00:00+00:00,2017-05-04 00:00:00+00:00
000088/889284/0001193125-17-109666.txt,CORRESP,0000889284,BB&T FUNDS /,STERLING CAPITAL FUNDS,0001193125-17-109666,2017-04-04 00:00:00+00:00,2017-06-01 00:00:00+00:00
000101/1012100/0001193125-17-211469.txt,CORRESP,0001012100,WR GRACE & CO/DE,SEALED AIR CORP/DE,0001193125-17-211469,2017-06-23 00:00:00+00:00,2017-08-17 00:00:00+00:00
000110/1107694/0001107694-16-000084.txt,CORRESP,0001107694,RACKSPACE INC,"RACKSPACE HOSTING, INC.",0001107694-16-000084,2016-06-10 00:00:00+00:00,2016-07-13 00:00:00+00:00
000167/1674988/0001104659-17-048485.txt,CORRESP,0001674988,,Zealand Pharma A/S,0001104659-17-048485,2017-08-01 00:00:00+00:00,2017-09-06 00:00:00+00:00
000103/1039667/0001193125-17-294166.txt,CORRESP,0001039667,,SPIRIT OF AMERICA INVESTMENT FUND INC,0001193125-17-294166,2017-09-26 00:00:00+00:00,2017-10-30 00:00:00+00:00
000079/790070/0001193125-16-611856.txt,CORRESP,0000790070,,EMC CORP,0001193125-16-611856,2016-06-03 00:00:00+00:00,2016-07-01 00:00:00+00:00
000161/1612254/0001659173-16-000683.txt,CORRESP,0001612254,ANDES 3 INC.,EliteSoft Global Inc.,0001659173-16-000683,2016-12-23 00:00:00+00:00,2017-02-23 00:00:00+00:00
000086/868857/0001104659-16-108056.txt,CORRESP,0000868857,AECOM TECHNOLOGY CORP,AECOM,0001104659-16-108056,2016-03-28 00:00:00+00:00,2016-05-06 00:00:00+00:00
000165/1652362/0001104659-18-001547.txt,CORRESP,0001652362,,M III Acquisition Corp.,0001104659-18-001547,2018-01-10 00:00:00+00:00,2018-03-22 00:00:00+00:00
000156/1563922/0001615774-16-006027.txt,CORRESP,0001563922,,Greenbacker Renewable Energy Co LLC,0001615774-16-006027,2016-06-22 00:00:00+00:00,2016-10-13 00:00:00+00:00
000166/1665658/0001665658-17-000069.txt,CORRESP,0001665658,,"CommerceHub, Inc.",0001665658-17-000069,2017-12-05 00:00:00+00:00,2018-08-02 00:00:00+00:00
000141/1415726/0000898531-17-000336.txt,CORRESP,0001415726,INNOVATOR ETFS TRUST,Academy Funds Trust,0000898531-17-000336,2017-06-16 00:00:00+00:00,2018-10-25 00:00:00+00:00
000132/1324203/0001193125-16-432470.txt,CORRESP,0001324203,,"Keeley Funds, Inc.",0001193125-16-432470,2016-01-19 00:00:00+00:00,2016-03-03 00:00:00+00:00
000088/887733/0001193125-16-496521.txt,CORRESP,0000887733,CENTRAL GARDEN & PET COMPANY,CENTRAL GARDEN & PET CO,0001193125-16-496521,2016-03-08 00:00:00+00:00,2016-04-07 00:00:00+00:00
000161/1616533/0001193125-17-148135.txt,CORRESP,0001616533,,"SMART Global Holdings, Inc.",0001193125-17-148135,2017-04-28 00:00:00+00:00,2017-12-05 00:00:00+00:00
000090/909832/0001193125-16-545170.txt,CORRESP,0000909832,COSTCO COMPANIES INC,COSTCO WHOLESALE CORP /NEW,0001193125-16-545170,2016-04-18 00:00:00+00:00,2016-06-28 00:00:00+00:00
000111/1115836/0001104659-17-043028.txt,CORRESP,0001115836,ORIENT EXPRESS HOTELS LTD,Belmond Ltd.,0001104659-17-043028,2017-06-30 00:00:00+00:00,2017-08-11 00:00:00+00:00
000168/1689662/0001104659-16-164077.txt,CORRESP,0001689662,Ardagh Finance Holdings S.A.,Ardagh Finance Holdings S.A.,0001104659-16-164077,2016-12-28 00:00:00+00:00,2017-04-11 00:00:00+00:00
000111/1113481/0001113481-17-000033.txt,CORRESP,0001113481,MEDICINES CO/ MA,MEDICINES CO /DE,0001113481-17-000033,2017-09-12 00:00:00+00:00,2017-11-08 00:00:00+00:00
000148/1487839/0001144204-16-128513.txt,CORRESP,0001487839,,Kingtone Wirelessinfo Solution Holding Ltd,0001144204-16-128513,2016-10-18 00:00:00+00:00,2017-01-10 00:00:00+00:00
000165/1659326/0001193125-18-011864.txt,CORRESP,0001659326,,JPMorgan Trust IV,0001193125-18-011864,2018-01-17 00:00:00+00:00,2018-04-09 00:00:00+00:00
000140/1400891/0001193125-16-604400.txt,CORRESP,0001400891,CC Media Holdings Inc,"iHeartMedia, Inc.",0001193125-16-604400,2016-05-26 00:00:00+00:00,2016-08-10 00:00:00+00:00
000073/739708/0001193125-16-604407.txt,CORRESP,0000739708,CLEAR CHANNEL COMMUNICATIONS INC,"iHeartCommunications, Inc.",0001193125-16-604407,2016-05-26 00:00:00+00:00,2016-08-10 00:00:00+00:00
000145/1457737/0001193125-16-604412.txt,CORRESP,0001457737,"Clear Channel Capital I, LLC","iHeartMedia Capital I, LLC",0001193125-16-604412,2016-05-26 00:00:00+00:00,2016-08-10 00:00:00+00:00
000155/1556336/0001445546-17-002702.txt,CORRESP,0001556336,FIRST TRUST MLP GROWTH & INCOME FUND,FIRST TRUST MLP & ENERGY INCOME FUND,0001445546-17-002702,2017-06-14 00:00:00+00:00,2017-08-01 00:00:00+00:00
000080/806180/0000806180-16-000065.txt,CORRESP,0000806180,SAFECO SEPARATE ACCOUNT SL,SYMETRA SEPARATE ACCOUNT SL,0000806180-16-000065,2016-12-08 00:00:00+00:00,2017-01-16 00:00:00+00:00
000005/53669/0000053669-16-000055.txt,CORRESP,0000053669,,JOHNSON CONTROLS INC,0000053669-16-000055,2016-03-16 00:00:00+00:00,2016-05-04 00:00:00+00:00
000004/40545/0000040545-16-000182.txt,CORRESP,0000040545,,GENERAL ELECTRIC CO,0000040545-16-000182,2016-09-21 00:00:00+00:00,2016-10-31 00:00:00+00:00
000165/1650962/0001650962-16-000045.txt,CORRESP,0001650962,,"Manitowoc Foodservice, Inc.",0001650962-16-000045,2016-02-10 00:00:00+00:00,2016-03-10 00:00:00+00:00
000107/1072962/0001193125-17-168799.txt,CORRESP,,,,0001193125-17-168799,2017-05-12 00:00:00+00:00,
000165/1651625/0001193125-16-622660.txt,CORRESP,0001651625,,AC Immune SA,0001193125-16-622660,2016-06-15 00:00:00+00:00,2016-10-21 00:00:00+00:00
000149/1492298/0001193125-17-221566.txt,CORRESP,0001492298,,"Sabra Health Care REIT, Inc.",0001193125-17-221566,2017-07-05 00:00:00+00:00,2017-08-18 00:00:00+00:00
000114/1143155/0001104659-16-129619.txt,CORRESP,0001143155,HAMPTON ROADS BANKSHARES INC,HAMPTON ROADS BANKSHARES INC,0001104659-16-129619,2016-06-27 00:00:00+00:00,2016-08-12 00:00:00+00:00
000155/1557802/0001162044-16-001647.txt,CORRESP,0001557802,,CCA Investments Trust,0001162044-16-001647,2016-03-24 00:00:00+00:00,2016-06-06 00:00:00+00:00
000105/1054816/0001162044-17-000085.txt,CORRESP,0001054816,MH ELITE PORTFOLIO OF FUNDS INC,MH ELITE PORTFOLIO OF FUNDS INC,0001162044-17-000085,2017-02-01 00:00:00+00:00,2017-05-23 00:00:00+00:00
000082/823277/0001047469-16-010662.txt,CORRESP,0000823277,CENEX HARVEST STATES COOPERATIVES,CHS INC,0001047469-16-010662,2016-03-02 00:00:00+00:00,2016-04-28 00:00:00+00:00
000093/931491/0001398344-17-003892.txt,CORRESP,0000931491,,CAPITAL MANAGEMENT INVESTMENT TRUST,0001398344-17-003892,2017-03-24 00:00:00+00:00,2017-05-03 00:00:00+00:00
000072/721291/0001144204-17-048825.txt,CORRESP,0000721291,COPLEY FUND INC /MA/,COPLEY FUND INC /NV/,0001144204-17-048825,2017-09-20 00:00:00+00:00,2017-10-24 00:00:00+00:00
000162/1627521/0001193125-17-189520.txt,CORRESP,0001627521,,Federal Republic of Nigeria,0001193125-17-189520,2017-05-31 00:00:00+00:00,2017-07-17 00:00:00+00:00
000082/826326/0001104659-18-001878.txt,CORRESP,0000826326,ARC WIRELESS SOLUTIONS INC,"ARC Group Worldwide, Inc.",0001104659-18-001878,2018-01-11 00:00:00+00:00,2018-03-12 00:00:00+00:00
000128/1289308/0001289308-17-000037.txt,CORRESP,0001289308,,EnerSys,0001289308-17-000037,2017-07-17 00:00:00+00:00,2017-08-21 00:00:00+00:00
000139/1395942/0001395942-16-000346.txt,CORRESP,0001395942,"KAR Holdings, Inc.","KAR Auction Services, Inc.",0001395942-16-000346,2016-08-15 00:00:00+00:00,2016-09-21 00:00:00+00:00
000102/1028918/0001104659-17-010340.txt,CORRESP,0001028918,,PACIFIC PREMIER BANCORP INC,0001104659-17-010340,2017-02-21 00:00:00+00:00,2017-04-13 00:00:00+00:00
000166/1669779/0001104659-16-146392.txt,CORRESP,0001669779,"CWGS, Inc.","Camping World Holdings, Inc.",0001104659-16-146392,2016-09-26 00:00:00+00:00,2016-11-04 00:00:00+00:00
000094/946581/0001104659-17-055827.txt,CORRESP,0000946581,,TAKE TWO INTERACTIVE SOFTWARE INC,0001104659-17-055827,2017-09-06 00:00:00+00:00,2017-11-22 00:00:00+00:00
000083/832090/0001104659-18-001443.txt,CORRESP,0000832090,,DELMAR BANCORP,0001104659-18-001443,2018-01-09 00:00:00+00:00,2018-02-21 00:00:00+00:00
000088/889284/0001193125-18-014889.txt,CORRESP,0000889284,BB&T FUNDS /,STERLING CAPITAL FUNDS,0001193125-18-014889,2018-01-19 00:00:00+00:00,2018-03-13 00:00:00+00:00
000110/1101239/0001193125-16-612208.txt,CORRESP,0001101239,,EQUINIX INC,0001193125-16-612208,2016-06-03 00:00:00+00:00,2016-07-06 00:00:00+00:00
000159/1590717/0001193125-16-747800.txt,CORRESP,0001590717,,"CareTrust REIT, Inc.",0001193125-16-747800,2016-10-26 00:00:00+00:00,2016-11-28 00:00:00+00:00
000132/1321652/0001193125-17-071900.txt,CORRESP,0001321652,,"FDP Series, Inc.",0001193125-17-071900,2017-03-06 00:00:00+00:00,2017-04-20 00:00:00+00:00
000169/1690680/0001193125-17-357994.txt,CORRESP,0001690680,"NRE DELAWARE, INC.","NEWMARK GROUP, INC.",0001193125-17-357994,2017-12-01 00:00:00+00:00,2018-01-15 00:00:00+00:00
000076/764195/0001493152-16-007913.txt,CORRESP,0000764195,LEVON RESOURCES LTD.,SciVac Therapeutics Inc.,0001493152-16-007913,2016-03-09 00:00:00+00:00,2016-05-10 00:00:00+00:00
000076/764195/0001493152-16-007942.txt,CORRESP,0000764195,LEVON RESOURCES LTD.,SciVac Therapeutics Inc.,0001493152-16-007942,2016-03-10 00:00:00+00:00,2016-05-10 00:00:00+00:00
000166/1665918/0001193125-16-589741.txt,CORRESP,0001665918,,US Foods Holding Corp.,0001193125-16-589741,2016-05-13 00:00:00+00:00,2016-06-23 00:00:00+00:00
000083/833444/0000833444-16-000150.txt,CORRESP,0000833444,TYCO INTERNATIONAL LTD,TYCO INTERNATIONAL plc,0000833444-16-000150,2016-04-21 00:00:00+00:00,2016-08-23 00:00:00+00:00
000108/1081400/0001081400-16-001925.txt,CORRESP,0001081400,,WELLS FARGO FUNDS TRUST,0001081400-16-001925,2016-09-22 00:00:00+00:00,2017-03-14 00:00:00+00:00
000134/1345122/0001345126-16-000083.txt,CORRESP,0001345122,,Compass Group Diversified Holdings LLC,0001345126-16-000083,2016-08-23 00:00:00+00:00,2016-10-14 00:00:00+00:00
000134/1345126/0001345126-16-000083.txt,CORRESP,0001345126,Compass Diversified Trust,Compass Diversified Holdings,0001345126-16-000083,2016-08-23 00:00:00+00:00,2016-10-14 00:00:00+00:00
000143/1434614/0001193125-18-025382.txt,CORRESP,0001434614,SANDSTORM RESOURCES LTD,SANDSTORM GOLD LTD,0001193125-18-025382,2018-01-30 00:00:00+00:00,2018-03-06 00:00:00+00:00
000114/1143513/0001193125-18-027887.txt,CORRESP,0001143513,,GLADSTONE CAPITAL CORP,0001193125-18-027887,2018-01-31 00:00:00+00:00,2018-04-12 00:00:00+00:00
000152/1523855/0001213900-18-000492.txt,CORRESP,0001523855,Horizon Energy Corp.,"Technovative Group, Inc.",0001213900-18-000492,2018-01-12 00:00:00+00:00,2018-02-13 00:00:00+00:00
000158/1585364/0001585364-16-000428.txt,CORRESP,0001585364,PERRIGO Co Ltd,PERRIGO Co plc,0001585364-16-000428,2016-11-14 00:00:00+00:00,2016-12-20 00:00:00+00:00
000156/1569391/0001193125-16-435246.txt,CORRESP,0001569391,"Knight Holdco, Inc.","KCG Holdings, Inc.",0001193125-16-435246,2016-01-22 00:00:00+00:00,2016-03-15 00:00:00+00:00
000070/708819/0001193125-16-719869.txt,CORRESP,0000708819,,MCDERMOTT INTERNATIONAL INC,0001193125-16-719869,2016-09-26 00:00:00+00:00,2016-12-05 00:00:00+00:00
000137/1370946/0001193125-16-656665.txt,CORRESP,0001370946,Owens Corning (Reorganized) Inc.,Owens Corning,0001193125-16-656665,2016-07-25 00:00:00+00:00,2016-09-23 00:00:00+00:00
000153/1536577/0001144204-16-114834.txt,CORRESP,0001536577,,Medley LLC,0001144204-16-114834,2016-07-28 00:00:00+00:00,2016-09-01 00:00:00+00:00
000147/1474103/0001193125-17-009392.txt,CORRESP,0001474103,,Legg Mason Global Asset Management Trust,0001193125-17-009392,2017-01-13 00:00:00+00:00,2017-05-30 00:00:00+00:00
000076/764478/0000764478-16-000086.txt,CORRESP,0000764478,BEST BUYS CO INC,BEST BUY CO INC,0000764478-16-000086,2016-08-23 00:00:00+00:00,2016-10-14 00:00:00+00:00
000169/1697500/0001193125-17-133023.txt,CORRESP,0001697500,,"Solaris Oilfield Infrastructure, Inc.",0001193125-17-133023,2017-04-21 00:00:00+00:00,2017-06-09 00:00:00+00:00
000082/821483/0001193125-16-674186.txt,CORRESP,0000821483,PAR PETROLEUM CORP/CO,"PAR PACIFIC HOLDINGS, INC.",0001193125-16-674186,2016-08-08 00:00:00+00:00,2016-09-20 00:00:00+00:00
000169/1693256/0001104659-17-018131.txt,CORRESP,0001693256,,"Select Energy Services, Inc.",0001104659-17-018131,2017-03-20 00:00:00+00:00,2017-05-18 00:00:00+00:00
000166/1669812/0001193125-16-709061.txt,CORRESP,0001669812,,"LSC Communications, Inc.",0001193125-16-709061,2016-09-14 00:00:00+00:00,2016-10-19 00:00:00+00:00
000094/949721/0001213900-17-006010.txt,CORRESP,0000949721,Brooklyn Cheesecake & Desert Com,"Meridian Waste Solutions, Inc.",0001213900-17-006010,2017-05-31 00:00:00+00:00,2017-07-14 00:00:00+00:00
000151/1514705/0001193125-16-683240.txt,CORRESP,0001514705,,"SunCoke Energy, Inc.",0001193125-16-683240,2016-08-16 00:00:00+00:00,2016-12-14 00:00:00+00:00
000070/702435/0001398344-16-015374.txt,CORRESP,0000702435,FLEX FUNDS,Meeder Funds,0001398344-16-015374,2016-07-20 00:00:00+00:00,2016-08-22 00:00:00+00:00
000150/1504079/0001137439-16-000327.txt,CORRESP,0001504079,AssetMark Funds II,GPS Funds II,0001137439-16-000327,2016-01-19 00:00:00+00:00,2016-02-08 00:00:00+00:00
000152/1529628/0001193125-16-740741.txt,CORRESP,0001529628,,"Smart Sand, Inc.",0001193125-16-740741,2016-10-18 00:00:00+00:00,2016-12-05 00:00:00+00:00
000084/841071/0001062993-16-007130.txt,CORRESP,0000841071,HARRY WINSTON DIAMOND CORP,Dominion Diamond Corp,0001062993-16-007130,2016-01-19 00:00:00+00:00,2016-02-17 00:00:00+00:00
000117/1173488/0001193125-17-176890.txt,CORRESP,0001173488,,THRIVENT VARIABLE ANNUITY ACCOUNT I,0001193125-17-176890,2017-05-19 00:00:00+00:00,2017-08-03 00:00:00+00:00
000074/740260/0001104659-16-117760.txt,CORRESP,0000740260,,VENTAS INC,0001104659-16-117760,2016-05-04 00:00:00+00:00,2016-07-08 00:00:00+00:00
000165/1656936/0001193125-16-515500.txt,CORRESP,0001656936,,MGM Growth Properties LLC,0001193125-16-515500,2016-03-23 00:00:00+00:00,2016-05-17 00:00:00+00:00
